LName,BankCode,BankName,BankId,CityCode,CityName,ProvinceName,ProvinceCode
中国工商银行股份有限公司北京马连道支行,102100021625,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京苏州街支行,102100021641,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京国防大学支行,102100021650,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京厢红旗支行,102100021668,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京北蜂窝路支行,102100021676,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京金融街支行营业室,102100021684,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京朝阳门支行,102100021692,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京尚都支行,102100021705,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京北海支行,102100021721,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京长河湾支行,102100021801,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京甘石桥支行,102100021836,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京广渠门外支行,102100021844,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京八角北支行,102100021877,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京龙泽支行,102100021949,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京西便门支行,102100021981,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京西外大街支行,102100022007,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京青年城支行,102100022015,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京万寿路西支行,102100022066,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京酒仙桥支行,102100022099,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京万源路支行,102100022120,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京苹果园支行,102100022195,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京柳芳支行,102100022218,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京坝河东里支行,102100022226,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京中石化小营大厦支行,102100022306,中国工商银行,102100099996,1000,北京市,北京市,11
中国工商银行股份有限公司北京红莲支行,102100022371,中国工商银行,102100099996,1000,北京市,北京市,11
